,type_avion,consommation_carburant
0,E190,0.5274818349709
1,E190,0.6909975063528762
2,A320,0.6666414328906759
3,A320,0.8138210258289477
8,B738,0.5593616450240166
9,B738,0.7504578489077349
12,A319,0.9078702586637465
13,A319,0.8051334548819039
14,A320,0.6849645079874889
15,A320,2.2446942397695686
16,A320,0.8385763023192936
17,A319,2.3310191344770024
18,A319,0.7613281066882315
19,A319,0.48941468876852634
20,A319,0.6260944758902255
21,A319,0.7329128249078908
22,A319,0.5858635799006678
23,A320,0.551480510213952
25,A320,0.6128862740413482
26,A320,0.5695424686753002
27,A320,0.5519776951283619
28,A320,0.5393916051190967
29,A321,0.9149871391297103
30,A321,0.8951813143514585
31,A321,0.9554894927603977
32,A321,0.8287717863256896
33,A321,0.9131086341464649
34,A321,0.9371622754955277
35,A319,2.333584708661513
36,A319,0.7359135644386232
37,A319,0.7824211059880601
38,A319,1.9080441470619705
41,A321,0.8646862948549686
42,A321,0.8968154073293478
43,A321,0.8902555780189955
44,A321,0.8565285205960375
45,A321,0.8695420004036013
57,A320,0.7428749294003102
58,A320,0.8976542347534932
59,A320,0.6851846782705175
60,A320,0.7508775193131421
61,A320,0.6755659849546173
62,A320,0.718293716259728
63,A320,0.7106225400369858
64,A320,0.7065781793835377
65,A320,0.7104147872435416
70,A319,0.7741311556062234
71,A319,0.9299216261760902
72,A320,0.7602147102038946
73,A320,0.5324408468177361
74,A320,0.5567861029225852
75,A320,0.6680001920608934
76,A320,0.6706908399637952
77,B752,1.3873527662320848
79,A319,0.7787470240887063
80,A321,0.8805836029204072
81,A319,0.7392076436896814
82,A319,0.8088893905498172
83,A320,0.8165208309115299
84,A320,0.5714547749635568
85,A320,0.6773513850296436
86,A319,0.6871919932463711
87,A319,0.8149335772235861
88,A319,0.8957101949796873
89,A319,0.7156931487020229
90,A319,0.7421708299722933
91,A319,0.7348920860177157
92,A319,0.8078911944697618
93,A319,0.805536922112439
94,A319,0.7893326448880852
95,A319,0.7551563172683143
96,A319,0.7691794523016127
97,A320,0.7181661654415723
98,A320,0.7290669049636112
99,A320,0.683892012672576
100,A320,0.7222077273457532
101,A320,0.5954319971109107
102,A320,0.6960451268738661
103,A320,0.6835688253498795
104,A320,0.6245439163968736
105,A319,2.207549356192407
106,A319,0.769002130956611
107,A319,0.7456037531013494
108,A319,0.791021978616946
109,E190,0.49813526885370346
110,E190,0.4349469271337043
112,B737,2.4693808247527578
113,B737,0.7539482205885175
114,B737,0.825373449936787
115,E190,0.585157163779075
116,E190,0.5995328190110281
117,E190,0.6699377700258764
118,B738,0.899256202426653
119,B738,0.750178500615198
120,A320,0.5815041138195125
121,A320,0.49270882280009837
122,B738,1.0462115022585552
123,B738,0.9301472268535821
124,B738,0.7235137435880591
125,B738,1.0441304266147489
126,B738,0.8542313823269831
127,B738,0.9035111003204283
128,B738,0.8830236594931635
129,B738,0.8103747025278498
130,B738,0.65360283460102
131,B738,0.7513586387294428
132,B738,0.7443291919921736
133,B738,0.7864159648938824
134,B738,0.5576845478729858
135,B738,0.6999945079759158
136,B738,0.535465779726109
137,B738,0.6529181460428102
138,B738,0.6551521189242114
139,B738,0.6984751640809921
140,B738,0.7545834709845551
